batch_id,run_id,condition,outer_fold,seed,initialization_seed,shared_initialization_sha256,paired_plan_sha256,epoch,epoch_1based,logical_microbatches,successful_optimizer_steps_total,mean_loss,mean_partial_bce,mean_partial_dice_fp32,labelled_voxels_seen,foreground_voxels_seen,zero_label_microbatches,foreground_centered,background_centered,uniform_crop,amp_overflow_events,amp_retry_attempts,amp_scale_min,amp_scale_max,amp_scale_end,mean_preclip_grad_norm,max_preclip_grad_norm,learning_rate_end,epoch_seconds,peak_allocated_gb,peak_reserved_gb
fold3_seed29,cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,4dc8922660e2d743f56d42eff3942c53e1d1547944e066df03fc38b7ed6d6b64,f2c165cff1d1ba7bb1a00df3f3b3f9abbddeac23c148a7829eddc8fc7546151a,0,1,120,60,2.5154918030486444,1.9012712167020558,0.6142205908894539,4699,2666,1,54,30,36,2,2,1024.0,4096.0,1024.0,97.13093070983886,347.8320007324219,0.00017999999999999998,26.970611248999944,1.3336772918701172,1.361328125
fold3_seed29,cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,4dc8922660e2d743f56d42eff3942c53e1d1547944e066df03fc38b7ed6d6b64,f2c165cff1d1ba7bb1a00df3f3b3f9abbddeac23c148a7829eddc8fc7546151a,1,2,120,120,0.8369363444571112,0.5151585121934962,0.3217778335014979,4470,2405,2,67,28,25,0,0,1024.0,1024.0,1024.0,24.77834965251386,108.50337219238281,0.0002999445918673937,24.57322792800005,1.3336772918701172,1.361328125
fold3_seed29,cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,4dc8922660e2d743f56d42eff3942c53e1d1547944e066df03fc38b7ed6d6b64,f2c165cff1d1ba7bb1a00df3f3b3f9abbddeac23c148a7829eddc8fc7546151a,2,3,120,180,0.6014961903964529,0.3278208409562467,0.2736753503481547,4676,2591,2,61,30,29,0,0,1024.0,1024.0,1024.0,10.388775224983693,28.727542877197266,0.0002991142965839822,25.399356241999953,1.3336772918701172,1.361328125
fold3_seed29,cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,4dc8922660e2d743f56d42eff3942c53e1d1547944e066df03fc38b7ed6d6b64,f2c165cff1d1ba7bb1a00df3f3b3f9abbddeac23c148a7829eddc8fc7546151a,3,4,120,240,0.47893765255478987,0.24289546999783246,0.23604218512773514,4547,2343,1,59,36,25,0,0,1024.0,1024.0,1024.0,6.995250835393866,26.87202262878418,0.0002972930965702204,26.427514798999937,1.3336772918701172,1.361328125
fold3_seed29,cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,4dc8922660e2d743f56d42eff3942c53e1d1547944e066df03fc38b7ed6d6b64,f2c165cff1d1ba7bb1a00df3f3b3f9abbddeac23c148a7829eddc8fc7546151a,4,5,120,300,0.48823845201016713,0.24518757146045875,0.24305087874333065,4718,2558,4,69,25,26,0,0,1024.0,1024.0,1024.0,7.909876513977846,27.283517837524414,0.0002944932171711482,27.77598562700007,1.3336772918701172,1.361328125
fold3_seed29,cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,4dc8922660e2d743f56d42eff3942c53e1d1547944e066df03fc38b7ed6d6b64,f2c165cff1d1ba7bb1a00df3f3b3f9abbddeac23c148a7829eddc8fc7546151a,5,6,120,360,0.3337891428258445,0.16158311493709335,0.17220602681239447,4870,2700,2,59,21,40,0,0,1024.0,1024.0,1024.0,5.0571232433120406,15.513416290283203,0.000290733453407337,28.09737816300003,1.3336772918701172,1.361328125
fold3_seed29,cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,4dc8922660e2d743f56d42eff3942c53e1d1547944e066df03fc38b7ed6d6b64,f2c165cff1d1ba7bb1a00df3f3b3f9abbddeac23c148a7829eddc8fc7546151a,6,7,120,420,0.41590872106365473,0.1981366703020588,0.21777205169200897,4843,2720,3,58,27,35,0,0,1024.0,1024.0,1024.0,6.641181822617849,28.179140090942383,0.0002860390438077423,27.12834640099993,1.3336772918701172,1.361328125
fold3_seed29,cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,4dc8922660e2d743f56d42eff3942c53e1d1547944e066df03fc38b7ed6d6b64,f2c165cff1d1ba7bb1a00df3f3b3f9abbddeac23c148a7829eddc8fc7546151a,7,8,120,480,0.30847058145670114,0.11609025423470788,0.19238032897313437,4736,2667,1,65,28,27,0,0,1024.0,1024.0,1024.0,5.744749796638886,39.01227569580078,0.00028044150098859483,27.516461881000055,1.3336772918701172,1.361328125
fold3_seed29,cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,4dc8922660e2d743f56d42eff3942c53e1d1547944e066df03fc38b7ed6d6b64,f2c165cff1d1ba7bb1a00df3f3b3f9abbddeac23c148a7829eddc8fc7546151a,8,9,120,540,0.3157932909703959,0.122561257634167,0.19323203613360723,4980,2881,2,64,29,27,0,0,1024.0,1024.0,1024.0,5.203026951601108,32.58479690551758,0.0002739784001156218,27.489369831999966,1.3336772918701172,1.361328125
fold3_seed29,cova3d_c50_coh_fold3_seed29,C50_COH,3,29,2796745829,4dc8922660e2d743f56d42eff3942c53e1d1547944e066df03fc38b7ed6d6b64,f2c165cff1d1ba7bb1a00df3f3b3f9abbddeac23c148a7829eddc8fc7546151a,9,10,120,600,0.2647826673608809,0.10801833003548987,0.1567643384138743,5112,2841,1,70,26,24,0,0,1024.0,1024.0,1024.0,4.324046650901437,24.041627883911133,0.0002666931266696063,27.361895347999962,1.3336772918701172,1.361328125
