batch_id,run_id,condition,outer_fold,seed,initialization_seed,shared_initialization_sha256,paired_plan_sha256,epoch,epoch_1based,logical_microbatches,successful_optimizer_steps_total,mean_loss,mean_partial_bce,mean_partial_dice_fp32,labelled_voxels_seen,foreground_voxels_seen,zero_label_microbatches,foreground_centered,background_centered,uniform_crop,amp_overflow_events,amp_retry_attempts,amp_scale_min,amp_scale_max,amp_scale_end,mean_preclip_grad_norm,max_preclip_grad_norm,learning_rate_end,epoch_seconds,peak_allocated_gb,peak_reserved_gb
fold0_seed43,cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,7867253cd03cdbae0ae68868c43e5b28e3558428f7a4b939da65fcfb42973194,aa8a8fda9b0b9f826033bf5511d1a9a49841e086699f3325b6b3d60c374b0dc4,0,1,120,60,1.9192399544098104,1.4012596921937075,0.517980266114076,8141,4029,0,66,27,27,2,2,1024.0,4096.0,1024.0,69.31753880182902,168.1005096435547,0.00017999999999999998,25.516636145000007,1.3346080780029297,1.361328125
fold0_seed43,cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,7867253cd03cdbae0ae68868c43e5b28e3558428f7a4b939da65fcfb42973194,aa8a8fda9b0b9f826033bf5511d1a9a49841e086699f3325b6b3d60c374b0dc4,1,2,120,120,0.9427244135605481,0.6139367735430521,0.3287876402338346,7860,4030,3,57,29,34,0,0,1024.0,1024.0,1024.0,26.539781335989634,105.96757507324219,0.0002999445918673937,23.618516879000026,1.3346080780029297,1.361328125
fold0_seed43,cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,7867253cd03cdbae0ae68868c43e5b28e3558428f7a4b939da65fcfb42973194,aa8a8fda9b0b9f826033bf5511d1a9a49841e086699f3325b6b3d60c374b0dc4,2,3,120,180,0.7607307367108357,0.46504454699705394,0.29568619032700855,8163,4351,3,64,28,28,0,0,1024.0,1024.0,1024.0,16.47090855439504,43.95386505126953,0.0002991142965839822,24.703974120999987,1.3346080780029297,1.361328125
fold0_seed43,cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,7867253cd03cdbae0ae68868c43e5b28e3558428f7a4b939da65fcfb42973194,aa8a8fda9b0b9f826033bf5511d1a9a49841e086699f3325b6b3d60c374b0dc4,3,4,120,240,0.5713800054480278,0.3188683164660574,0.2525116855899493,8251,4237,1,61,29,30,0,0,1024.0,1024.0,1024.0,9.706455236673355,23.383943557739258,0.0002972930965702204,25.453450301999965,1.3346080780029297,1.361328125
fold0_seed43,cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,7867253cd03cdbae0ae68868c43e5b28e3558428f7a4b939da65fcfb42973194,aa8a8fda9b0b9f826033bf5511d1a9a49841e086699f3325b6b3d60c374b0dc4,4,5,120,300,0.5168008873522089,0.30703547481213983,0.2097654124101003,7795,3961,3,54,29,37,0,0,1024.0,1024.0,1024.0,9.22912145058314,40.57793045043945,0.0002944932171711482,26.76834876800001,1.3346080780029297,1.361328125
fold0_seed43,cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,7867253cd03cdbae0ae68868c43e5b28e3558428f7a4b939da65fcfb42973194,aa8a8fda9b0b9f826033bf5511d1a9a49841e086699f3325b6b3d60c374b0dc4,5,6,120,360,0.4857809853399279,0.24611864341362283,0.23966234227021535,8146,4284,6,62,24,34,0,0,1024.0,1024.0,1024.0,8.032209863762061,50.637237548828125,0.000290733453407337,26.60673735900002,1.3346080780029297,1.361328125
fold0_seed43,cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,7867253cd03cdbae0ae68868c43e5b28e3558428f7a4b939da65fcfb42973194,aa8a8fda9b0b9f826033bf5511d1a9a49841e086699f3325b6b3d60c374b0dc4,6,7,120,420,0.4214484352535161,0.22520156998256954,0.19624686638514202,7906,4015,2,62,27,31,0,0,1024.0,1024.0,1024.0,7.339696274201075,33.97487258911133,0.0002860390438077423,25.82213168499993,1.3346080780029297,1.361328125
fold0_seed43,cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,7867253cd03cdbae0ae68868c43e5b28e3558428f7a4b939da65fcfb42973194,aa8a8fda9b0b9f826033bf5511d1a9a49841e086699f3325b6b3d60c374b0dc4,7,8,120,480,0.3213079152684865,0.15427128797142112,0.16703662574291228,8309,4550,3,56,26,38,0,0,1024.0,1024.0,1024.0,5.924382306150316,29.651634216308594,0.00028044150098859483,26.198507094999968,1.3346080780029297,1.361328125
fold0_seed43,cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,7867253cd03cdbae0ae68868c43e5b28e3558428f7a4b939da65fcfb42973194,aa8a8fda9b0b9f826033bf5511d1a9a49841e086699f3325b6b3d60c374b0dc4,8,9,120,540,0.3153642852231125,0.16094267537805157,0.15442161113023758,8162,4092,0,61,30,29,0,0,1024.0,1024.0,1024.0,5.692434897646308,32.78886795043945,0.0002739784001156218,26.42608631199994,1.3346080780029297,1.361328125
fold0_seed43,cova3d_c50_coh_fold0_seed43,C50_COH,0,43,3037986844,7867253cd03cdbae0ae68868c43e5b28e3558428f7a4b939da65fcfb42973194,aa8a8fda9b0b9f826033bf5511d1a9a49841e086699f3325b6b3d60c374b0dc4,9,10,120,600,0.41275346128347035,0.17580845715990942,0.23694500277439753,8257,4290,0,62,29,29,0,0,1024.0,1024.0,1024.0,7.17288348885874,39.23659133911133,0.0002666931266696063,25.943430540999998,1.3346080780029297,1.361328125
