batch_id,run_id,condition,outer_fold,seed,initialization_seed,shared_initialization_sha256,paired_plan_sha256,epoch,epoch_1based,logical_microbatches,successful_optimizer_steps_total,mean_loss,mean_partial_bce,mean_partial_dice_fp32,labelled_voxels_seen,foreground_voxels_seen,zero_label_microbatches,foreground_centered,background_centered,uniform_crop,amp_overflow_events,amp_retry_attempts,amp_scale_min,amp_scale_max,amp_scale_end,mean_preclip_grad_norm,max_preclip_grad_norm,learning_rate_end,epoch_seconds,peak_allocated_gb,peak_reserved_gb
fold3_seed43,cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,ceb8281d0005ac653bb0204f085c0f4c050eb0e926e22aec433020e005874350,3733319e86c521bfe7a665965e8e78ae85eccbb27a5861f94b5fad76ff3913ae,0,1,120,60,2.0013473495375367,1.5927371275456002,0.408610218266646,4999,2879,0,59,36,25,2,2,1024.0,4096.0,1024.0,93.1854858080546,341.7657165527344,0.0001799999999999,25.95772200299996,1.3346080780029297,1.361328125
fold3_seed43,cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,ceb8281d0005ac653bb0204f085c0f4c050eb0e926e22aec433020e005874350,3733319e86c521bfe7a665965e8e78ae85eccbb27a5861f94b5fad76ff3913ae,1,2,120,120,0.8494613428056861,0.5335712592020475,0.3158900797367096,4828,2692,3,68,30,22,0,0,1024.0,1024.0,1024.0,22.880360207955043,100.87093353271484,0.0002999445918673,23.64200108300008,1.3346080780029297,1.361328125
fold3_seed43,cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,ceb8281d0005ac653bb0204f085c0f4c050eb0e926e22aec433020e005874350,3733319e86c521bfe7a665965e8e78ae85eccbb27a5861f94b5fad76ff3913ae,2,3,120,180,0.5869016904655534,0.3168226942730446,0.2700789993007977,5027,2649,2,57,39,24,0,0,1024.0,1024.0,1024.0,11.962451495726905,88.14015197753906,0.0002991142965839,24.518151453999963,1.3346080780029297,1.361328125
fold3_seed43,cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,ceb8281d0005ac653bb0204f085c0f4c050eb0e926e22aec433020e005874350,3733319e86c521bfe7a665965e8e78ae85eccbb27a5861f94b5fad76ff3913ae,3,4,120,240,0.5453514743673925,0.2899351132102311,0.25541636099418,4770,2662,2,59,29,32,0,0,1024.0,1024.0,1024.0,8.198250678181648,26.00482177734375,0.0002972930965702,25.16837827200004,1.3346080780029297,1.361328125
fold3_seed43,cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,ceb8281d0005ac653bb0204f085c0f4c050eb0e926e22aec433020e005874350,3733319e86c521bfe7a665965e8e78ae85eccbb27a5861f94b5fad76ff3913ae,4,5,120,300,0.4408125739234189,0.196078038176347,0.2447345346212387,5070,2760,4,52,25,43,0,0,1024.0,1024.0,1024.0,7.245028408865134,42.17400360107422,0.0002944932171711,25.58338761999994,1.3346080780029297,1.361328125
fold3_seed43,cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,ceb8281d0005ac653bb0204f085c0f4c050eb0e926e22aec433020e005874350,3733319e86c521bfe7a665965e8e78ae85eccbb27a5861f94b5fad76ff3913ae,5,6,120,360,0.4043212202959391,0.1717641690669249,0.2325570523738861,4742,2453,3,54,27,39,0,0,1024.0,1024.0,1024.0,5.447400609652202,23.50621032714844,0.0002907334534073,25.25851010100007,1.3346080780029297,1.361328125
fold3_seed43,cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,ceb8281d0005ac653bb0204f085c0f4c050eb0e926e22aec433020e005874350,3733319e86c521bfe7a665965e8e78ae85eccbb27a5861f94b5fad76ff3913ae,6,7,120,420,0.3588703817595766,0.1389488643920534,0.2199215153853098,4615,2463,3,53,36,31,0,0,1024.0,1024.0,1024.0,5.341586207598448,33.40625,0.0002860390438077,24.839437653000005,1.3346080780029297,1.361328125
fold3_seed43,cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,ceb8281d0005ac653bb0204f085c0f4c050eb0e926e22aec433020e005874350,3733319e86c521bfe7a665965e8e78ae85eccbb27a5861f94b5fad76ff3913ae,7,8,120,480,0.3028417099567984,0.1142490305234484,0.1885926788051923,4845,2697,0,63,30,27,0,0,1024.0,1024.0,1024.0,4.491757620871067,20.39144897460937,0.0002804415009885,25.06241506399988,1.3346080780029297,1.361328125
fold3_seed43,cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,ceb8281d0005ac653bb0204f085c0f4c050eb0e926e22aec433020e005874350,3733319e86c521bfe7a665965e8e78ae85eccbb27a5861f94b5fad76ff3913ae,8,9,120,540,0.3085578938807884,0.125009189308048,0.1835487027963002,4909,2643,2,69,24,27,0,0,1024.0,1024.0,1024.0,4.721424533426761,17.584714889526367,0.0002739784001156,25.318598057999907,1.3346080780029297,1.361328125
fold3_seed43,cova3d_c50_coh_fold3_seed43,C50_COH,3,43,3973010882,ceb8281d0005ac653bb0204f085c0f4c050eb0e926e22aec433020e005874350,3733319e86c521bfe7a665965e8e78ae85eccbb27a5861f94b5fad76ff3913ae,9,10,120,600,0.3377333264140664,0.1391785667772637,0.1985547612110773,4546,2330,2,54,35,31,0,0,1024.0,1024.0,1024.0,6.331352038681507,48.94887924194336,0.0002666931266696,24.982210843000075,1.3346080780029297,1.361328125
