batch_id,run_id,condition,outer_fold,seed,initialization_seed,shared_initialization_sha256,paired_plan_sha256,epoch,epoch_1based,logical_microbatches,successful_optimizer_steps_total,mean_loss,mean_partial_bce,mean_partial_dice_fp32,labelled_voxels_seen,foreground_voxels_seen,zero_label_microbatches,foreground_centered,background_centered,uniform_crop,amp_overflow_events,amp_retry_attempts,amp_scale_min,amp_scale_max,amp_scale_end,mean_preclip_grad_norm,max_preclip_grad_norm,learning_rate_end,epoch_seconds,peak_allocated_gb,peak_reserved_gb
fold2_seed17,cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,d4a0237326656e46138c04693715227e0d321ed7687c89cece8f75c3bd905c05,847205ab97e42cae3711cbb424571cb4de6c30ac640f0c41b61e045bffa7af27,0,1,120,60,2.0052882761267634,1.5084253175067714,0.4968629628419876,8286,4036,1,62,26,32,3,3,512.0,4096.0,512.0,99.83866051038106,365.1277770996094,0.00017999999999999998,26.152527893000297,1.3336772918701172,1.361328125
fold2_seed17,cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,d4a0237326656e46138c04693715227e0d321ed7687c89cece8f75c3bd905c05,847205ab97e42cae3711cbb424571cb4de6c30ac640f0c41b61e045bffa7af27,1,2,120,120,0.8910706459617359,0.5884099077477003,0.30266074389219283,8331,4199,1,58,38,24,0,0,512.0,512.0,512.0,27.198043461640676,129.6993865966797,0.0002999445918673937,23.643561740000223,1.3336772918701172,1.361328125
fold2_seed17,cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,d4a0237326656e46138c04693715227e0d321ed7687c89cece8f75c3bd905c05,847205ab97e42cae3711cbb424571cb4de6c30ac640f0c41b61e045bffa7af27,2,3,120,180,0.6993882665803539,0.3935564164727111,0.30583184758822124,9045,4655,1,56,33,31,0,0,512.0,512.0,512.0,11.792763209342956,45.5355110168457,0.0002991142965839822,24.323586200000136,1.3336772918701172,1.361328125
fold2_seed17,cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,d4a0237326656e46138c04693715227e0d321ed7687c89cece8f75c3bd905c05,847205ab97e42cae3711cbb424571cb4de6c30ac640f0c41b61e045bffa7af27,3,4,120,240,0.5432989793936334,0.28153388197048723,0.2617650955915451,8721,4482,1,56,34,30,0,0,512.0,512.0,512.0,8.547779707113902,31.575286865234375,0.0002972930965702204,25.464924095999777,1.3336772918701172,1.361328125
fold2_seed17,cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,d4a0237326656e46138c04693715227e0d321ed7687c89cece8f75c3bd905c05,847205ab97e42cae3711cbb424571cb4de6c30ac640f0c41b61e045bffa7af27,4,5,120,300,0.4063426821868537,0.20896151692601658,0.19738116413354873,8736,4437,1,61,36,23,0,0,512.0,512.0,512.0,7.766714862982432,58.134037017822266,0.0002944932171711482,26.48493979399973,1.3336772918701172,1.361328125
fold2_seed17,cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,d4a0237326656e46138c04693715227e0d321ed7687c89cece8f75c3bd905c05,847205ab97e42cae3711cbb424571cb4de6c30ac640f0c41b61e045bffa7af27,5,6,120,360,0.42079564563282473,0.18693149958259406,0.23386414498090743,8598,4446,2,59,32,29,0,0,512.0,512.0,512.0,7.472758671641349,29.45410919189453,0.000290733453407337,25.190292497999963,1.3336772918701172,1.361328125
fold2_seed17,cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,d4a0237326656e46138c04693715227e0d321ed7687c89cece8f75c3bd905c05,847205ab97e42cae3711cbb424571cb4de6c30ac640f0c41b61e045bffa7af27,6,7,120,420,0.3835717078603314,0.18190529707690076,0.20166641225417456,8126,3877,2,58,33,29,0,0,512.0,512.0,512.0,6.914077626665433,28.799163818359375,0.0002860390438077423,25.25073542400014,1.3336772918701172,1.361328125
fold2_seed17,cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,d4a0237326656e46138c04693715227e0d321ed7687c89cece8f75c3bd905c05,847205ab97e42cae3711cbb424571cb4de6c30ac640f0c41b61e045bffa7af27,7,8,120,480,0.3211132835819853,0.14830189260040547,0.17281138847271602,8461,4253,2,62,31,27,0,0,512.0,512.0,512.0,5.457217287303259,19.90947151184082,0.00028044150098859483,25.799422666999817,1.3336772918701172,1.361328125
fold2_seed17,cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,d4a0237326656e46138c04693715227e0d321ed7687c89cece8f75c3bd905c05,847205ab97e42cae3711cbb424571cb4de6c30ac640f0c41b61e045bffa7af27,8,9,120,540,0.3287177277538774,0.13915650519767317,0.1895612229903539,8575,4423,1,59,31,30,0,0,512.0,512.0,512.0,5.999089479694764,35.46460723876953,0.0002739784001156218,25.481439136999597,1.3336772918701172,1.361328125
fold2_seed17,cova3d_c50_coh_fold2_seed17,C50_COH,2,17,2061093944,d4a0237326656e46138c04693715227e0d321ed7687c89cece8f75c3bd905c05,847205ab97e42cae3711cbb424571cb4de6c30ac640f0c41b61e045bffa7af27,9,10,120,600,0.31092710928803624,0.12341603178414667,0.18751107851664225,8531,4374,2,53,30,37,0,0,512.0,512.0,512.0,6.326971434801817,27.600624084472656,0.0002666931266696063,25.34108153699981,1.3336772918701172,1.361328125
