batch_id,run_id,condition,outer_fold,seed,initialization_seed,shared_initialization_sha256,paired_plan_sha256,epoch,epoch_1based,logical_microbatches,successful_optimizer_steps_total,mean_loss,mean_partial_bce,mean_partial_dice_fp32,labelled_voxels_seen,foreground_voxels_seen,zero_label_microbatches,foreground_centered,background_centered,uniform_crop,amp_overflow_events,amp_retry_attempts,amp_scale_min,amp_scale_max,amp_scale_end,mean_preclip_grad_norm,max_preclip_grad_norm,learning_rate_end,epoch_seconds,peak_allocated_gb,peak_reserved_gb
fold3_seed17,cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,bc413cd04e5f9082a77ea40f4ba44a611e2c47b51b3bea9bb2a54f0f40b3fb46,0bad52d6c9c8744126a280f3ec7e34c4aeff771d46bfe2f6e93279343346107f,0,1,120,60,1.9757400962912166,1.5106551567170148,0.4650849322477976,4448,2293,2,56,29,35,1,1,2048.0,4096.0,2048.0,91.90600207646688,285.31256103515625,0.00017999999999999998,25.149636558999987,1.3346080780029297,1.361328125
fold3_seed17,cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,bc413cd04e5f9082a77ea40f4ba44a611e2c47b51b3bea9bb2a54f0f40b3fb46,0bad52d6c9c8744126a280f3ec7e34c4aeff771d46bfe2f6e93279343346107f,1,2,120,120,0.7227158453082666,0.4188198839830875,0.303895957271258,5071,2666,3,56,33,31,0,0,2048.0,2048.0,2048.0,19.31121118242542,110.0501937866211,0.0002999445918673937,23.594976979000023,1.3346080780029297,1.361328125
fold3_seed17,cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,bc413cd04e5f9082a77ea40f4ba44a611e2c47b51b3bea9bb2a54f0f40b3fb46,0bad52d6c9c8744126a280f3ec7e34c4aeff771d46bfe2f6e93279343346107f,2,3,120,180,0.6689061181305836,0.4125960125424475,0.2563100983699163,4585,2523,3,58,31,31,0,0,2048.0,2048.0,2048.0,13.118817937870821,80.52630615234375,0.0002991142965839822,24.27680307899999,1.3346080780029297,1.361328125
fold3_seed17,cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,bc413cd04e5f9082a77ea40f4ba44a611e2c47b51b3bea9bb2a54f0f40b3fb46,0bad52d6c9c8744126a280f3ec7e34c4aeff771d46bfe2f6e93279343346107f,3,4,120,240,0.5394407807355492,0.2953892666313853,0.2440515120824178,4739,2545,1,52,33,35,0,0,2048.0,2048.0,2048.0,7.4356587618589405,30.006860733032227,0.0002972930965702204,24.96366152600001,1.3346080780029297,1.361328125
fold3_seed17,cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,bc413cd04e5f9082a77ea40f4ba44a611e2c47b51b3bea9bb2a54f0f40b3fb46,0bad52d6c9c8744126a280f3ec7e34c4aeff771d46bfe2f6e93279343346107f,4,5,120,300,0.4606806683669068,0.23338547321275957,0.22729519506295523,4699,2432,5,55,32,33,0,0,2048.0,2048.0,2048.0,6.322979089121024,32.18168640136719,0.0002944932171711482,24.89649739099991,1.3346080780029297,1.361328125
fold3_seed17,cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,bc413cd04e5f9082a77ea40f4ba44a611e2c47b51b3bea9bb2a54f0f40b3fb46,0bad52d6c9c8744126a280f3ec7e34c4aeff771d46bfe2f6e93279343346107f,5,6,120,360,0.41779469404200426,0.17943137479270868,0.23836332162221271,5254,2872,1,56,34,30,0,0,2048.0,2048.0,2048.0,5.501717836161455,24.374086380004883,0.000290733453407337,24.407209572999932,1.3346080780029297,1.361328125
fold3_seed17,cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,bc413cd04e5f9082a77ea40f4ba44a611e2c47b51b3bea9bb2a54f0f40b3fb46,0bad52d6c9c8744126a280f3ec7e34c4aeff771d46bfe2f6e93279343346107f,6,7,120,420,0.48982974517433225,0.17163561074036504,0.3181941365202268,4838,2583,3,53,45,22,0,0,2048.0,2048.0,2048.0,5.991310020287831,29.510272979736328,0.0002860390438077423,24.571155275000024,1.3346080780029297,1.361328125
fold3_seed17,cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,bc413cd04e5f9082a77ea40f4ba44a611e2c47b51b3bea9bb2a54f0f40b3fb46,0bad52d6c9c8744126a280f3ec7e34c4aeff771d46bfe2f6e93279343346107f,7,8,120,480,0.4000828669938225,0.15173373449439775,0.24834913263718286,5138,2817,2,60,32,28,0,0,2048.0,2048.0,2048.0,5.137713398970663,19.108402252197266,0.00028044150098859483,24.674087412000063,1.3346080780029297,1.361328125
fold3_seed17,cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,bc413cd04e5f9082a77ea40f4ba44a611e2c47b51b3bea9bb2a54f0f40b3fb46,0bad52d6c9c8744126a280f3ec7e34c4aeff771d46bfe2f6e93279343346107f,8,9,120,540,0.3135286586623503,0.10328026718495191,0.21024839331706366,4762,2639,5,66,22,32,0,0,2048.0,2048.0,2048.0,4.147970420867205,36.13581848144531,0.0002739784001156218,24.499077084999954,1.3346080780029297,1.361328125
fold3_seed17,cova3d_c50_coh_fold3_seed17,C50_COH,3,17,2340698924,bc413cd04e5f9082a77ea40f4ba44a611e2c47b51b3bea9bb2a54f0f40b3fb46,0bad52d6c9c8744126a280f3ec7e34c4aeff771d46bfe2f6e93279343346107f,9,10,120,600,0.2355789295428868,0.07474983038033353,0.16082909951607385,4478,2396,3,63,31,26,0,0,2048.0,2048.0,2048.0,3.695303581034144,22.135820388793945,0.0002666931266696063,24.428340191000075,1.3346080780029297,1.361328125
