case_id,role,coverage_fraction,component_native_id,resolution_class,quota,coh_connected_sets,dis_connected_sets,frg_connected_sets,coh_component_sizes,dis_component_sizes,frg_component_sizes,coh_mean_nn_mm,dis_mean_nn_mm,frg_mean_nn_mm,coh_equals_dis,coh_equals_frg,dis_equals_frg,any_pairwise_alias,jaccard_coh_dis,jaccard_coh_frg,jaccard_dis_frg,geometry_claim_COH,geometry_claim_DIS,geometry_claim_FRG,limited_identity_pass,geometry_claim_pass,topology_pass,operational_distinct_pass,component_operationality_pass,common_capacity
coronacases_001,final_outer_cv,0.5,1,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.5,61.55150484393304,19.843497525947217,False,False,False,False,0.0,0.25,0.25,True,True,True,True,True,True,True,True,5
coronacases_001,final_outer_cv,0.5,3,GLOBAL_GEOMETRY_RESOLVABLE,6,1,5,3,6,2;1;1;1;1,2;2;2,1.5,4.636015109176129,1.5,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,6
coronacases_001,final_outer_cv,0.5,4,GLOBAL_RESOLUTION_LIMITED,42,1,1,1,42,42,42,1.5,1.5,1.5,True,True,True,True,1.0,1.0,1.0,False,False,False,True,True,True,True,True,42
coronacases_001,final_outer_cv,0.5,6,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,2;2;2,1.5,6.123105625617659,1.5,False,False,False,False,0.0,0.2,0.09090909090909091,True,True,True,True,True,True,True,True,6
coronacases_001,final_outer_cv,0.5,7,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.7485281374238568,9.4645028402014,3.543074902771996,False,False,False,False,0.0,0.1111111111111111,0.25,True,True,True,True,True,True,True,True,5
coronacases_001,final_outer_cv,0.5,10,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.5,6.18465843842649,3.0,False,False,False,False,0.0,0.14285714285714285,0.3333333333333333,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,0.5,14,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.5,6.764595962508632,2.3224972160321826,False,False,False,False,0.0,0.25,0.1111111111111111,True,True,True,True,True,True,True,True,5
coronacases_001,final_outer_cv,0.5,15,GLOBAL_GEOMETRY_RESOLVABLE,5,1,2,3,5,4;1,2;2;1,1.5,2.7787216574869107,1.870820393249937,False,False,False,False,0.25,0.1111111111111111,0.25,True,True,True,True,True,True,True,True,5
coronacases_001,final_outer_cv,0.5,16,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,3;2;1,1.5,5.955765028725062,2.3106601717798214,False,False,False,False,0.0,0.09090909090909091,0.2,True,True,True,True,True,True,True,True,6
coronacases_001,final_outer_cv,0.5,17,GLOBAL_RESOLUTION_LIMITED,43,1,1,1,43,43,43,1.5,1.5,1.5,True,True,True,True,1.0,1.0,1.0,False,False,False,True,True,True,True,True,43
coronacases_001,final_outer_cv,0.5,21,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.5,5.408326913195984,2.1,False,False,False,False,0.0,0.1111111111111111,0.25,True,True,True,True,True,True,True,True,5
coronacases_001,final_outer_cv,0.5,23,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.870820393249937,8.01387938639778,2.7,False,False,False,False,0.0,0.1111111111111111,0.25,True,True,True,True,True,True,True,True,5
coronacases_001,final_outer_cv,0.5,24,GLOBAL_GEOMETRY_RESOLVABLE,4,1,3,2,4,2;1;1,3;1,1.5,2.7377111549046633,1.9635254915624212,False,False,False,False,0.0,0.3333333333333333,0.14285714285714285,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,0.5,25,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,3,6,1;1;1;1;1;1,3;2;1,1.5,36.09835885752732,9.222609359550987,False,False,False,False,0.0,0.09090909090909091,0.09090909090909091,True,True,True,True,True,True,True,True,6
coronacases_001,final_outer_cv,0.5,26,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.5,38.872695254644235,9.410359310042406,False,False,False,False,0.0,0.1111111111111111,0.0,True,True,True,True,True,True,True,True,5
coronacases_001,final_outer_cv,0.5,27,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.5,5.281665382639197,2.4,False,False,False,False,0.0,0.0,0.25,True,True,True,True,True,True,True,True,5
coronacases_001,final_outer_cv,0.5,28,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.5,14.500242575897289,6.796693311223912,False,False,False,False,0.0,0.14285714285714285,0.14285714285714285,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,0.5,30,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.875,5.473215592731465,3.0,False,False,False,False,0.0,0.14285714285714285,0.3333333333333333,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,0.5,31,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,2,4,1;1;1;1,2;2,1.5,3.1770509831248424,1.5,False,False,False,False,0.3333333333333333,0.14285714285714285,0.0,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,0.5,32,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.5,22.13217688421578,13.170259426754466,False,False,False,False,0.0,0.3333333333333333,0.14285714285714285,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,0.5,37,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.5,23.414737573918032,12.271718621802913,False,False,False,False,0.0,0.14285714285714285,0.14285714285714285,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,0.5,51,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,8.201562118716424,6.478708664619075,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,1,GLOBAL_GEOMETRY_RESOLVABLE,2,1,2,2,2,1;1,1;1,1.5,110.97972787856348,93.21748762973608,False,False,False,False,0.0,0.0,0.3333333333333333,True,True,True,True,True,True,True,True,2
coronacases_001,final_outer_cv,1.0,2,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,42.69796749463256,42.69796749463256,False,False,True,True,0.2,0.2,1.0,True,True,True,True,True,True,False,False,3
coronacases_001,final_outer_cv,1.0,3,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,2.118033988749895,5.950759155375704,5.854860063735631,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,4,GLOBAL_RESOLUTION_LIMITED,17,1,1,1,17,17,17,1.5,1.5,1.5,True,True,True,True,1.0,1.0,1.0,False,False,False,True,True,True,True,True,42
coronacases_001,final_outer_cv,1.0,6,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,2.0,8.701789597489904,5.854860063735631,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,7,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,2.1213203435596424,10.41482925823555,5.996540211665006,False,False,False,False,0.0,0.14285714285714285,0.3333333333333333,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,1.0,8,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,2.0,10.195542877118251,10.195542877118251,False,False,True,True,0.2,0.2,1.0,True,True,True,True,True,True,False,False,3
coronacases_001,final_outer_cv,1.0,9,GLOBAL_RESOLUTION_LIMITED,17,1,1,1,17,17,17,1.5,1.5,1.5,True,True,True,True,1.0,1.0,1.0,False,False,False,True,True,True,True,True,39
coronacases_001,final_outer_cv,1.0,10,GLOBAL_GEOMETRY_RESOLVABLE,2,1,2,2,2,1;1,1;1,1.5,9.486832980505138,6.708203932499369,False,False,False,False,0.0,0.3333333333333333,0.3333333333333333,True,True,True,True,True,True,True,True,2
coronacases_001,final_outer_cv,1.0,11,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,42.13399278740289,34.129123401368936,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,12,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,6.184658438426491,4.5,False,False,False,False,0.0,0.0,0.2,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,14,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,8.63950323522004,6.35917360311745,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,15,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,2.1213203435596424,4.965053297900375,4.40956595483038,False,False,False,False,0.2,0.5,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,16,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.875,6.732771570173609,4.5275972182367195,False,False,False,False,0.14285714285714285,0.14285714285714285,0.6,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,1.0,17,GLOBAL_RESOLUTION_LIMITED,17,1,1,1,17,17,17,1.5,1.5,1.5,True,True,True,True,1.0,1.0,1.0,False,False,False,True,True,True,True,True,43
coronacases_001,final_outer_cv,1.0,21,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,2.118033988749895,6.433978400210179,6.156684018705007,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,23,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,2.118033988749895,10.354334875184472,8.634553419525522,False,False,False,False,0.0,0.2,0.2,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,24,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,2,3,1;1;1,2;1,1.5,3.8172068075839793,2.53224755112299,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,25,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,49.081488743593106,49.081488743593106,False,False,True,True,0.2,0.2,1.0,True,True,True,True,True,True,False,False,3
coronacases_001,final_outer_cv,1.0,26,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,46.91268465250008,35.70664772894924,False,False,False,False,0.0,0.2,0.0,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,27,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,6.41439347309558,6.29128784747792,False,False,False,False,0.2,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,28,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.7071067811865472,16.237378881101986,12.672029976944993,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,29,GLOBAL_GEOMETRY_RESOLVABLE,2,1,2,2,2,1;1,1;1,2.1213203435596424,11.423659658795863,4.743416490252569,False,False,False,False,0.0,0.0,0.3333333333333333,True,True,True,True,True,True,True,True,2
coronacases_001,final_outer_cv,1.0,30,GLOBAL_GEOMETRY_RESOLVABLE,2,1,2,2,2,1;1,1;1,3.0,8.48528137423857,5.408326913195984,False,False,False,False,0.0,0.3333333333333333,0.0,True,True,True,True,True,True,True,True,2
coronacases_001,final_outer_cv,1.0,31,GLOBAL_GEOMETRY_RESOLVABLE,2,1,2,2,2,1;1,1;1,1.5,5.408326913195984,3.0,False,False,False,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,True,True,True,True,True,True,2
coronacases_001,final_outer_cv,1.0,32,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,25.15441496631222,24.250987394161005,False,False,False,False,0.2,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,33,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,5.408326913195984,5.408326913195984,False,False,True,True,0.2,0.2,1.0,True,True,True,True,True,True,False,False,3
coronacases_001,final_outer_cv,1.0,35,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.5,20.300434133407162,11.202465059924887,False,False,False,False,0.14285714285714285,0.14285714285714285,0.3333333333333333,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,1.0,37,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.7071067811865472,28.49142084544413,24.54017641702886,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,38,GLOBAL_GEOMETRY_RESOLVABLE,2,1,2,2,2,1;1,1;1,1.5,8.74642784226795,5.408326913195984,False,False,False,False,0.0,0.3333333333333333,0.3333333333333333,True,True,True,True,True,True,True,True,2
coronacases_001,final_outer_cv,1.0,39,GLOBAL_GEOMETRY_RESOLVABLE,4,1,4,3,4,1;1;1;1,2;1;1,1.5,22.343168133619272,11.874866369996615,False,False,False,False,0.0,0.14285714285714285,0.3333333333333333,True,True,True,True,True,True,True,True,4
coronacases_001,final_outer_cv,1.0,40,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,6.298133679031242,4.965053297900375,False,False,False,False,0.0,0.0,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,42,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,3.8172068075839793,3.118033988749895,False,False,False,False,0.2,0.2,0.2,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,43,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,22.10758338401382,22.10758338401382,False,False,True,True,0.2,0.2,1.0,True,True,True,True,True,True,False,False,3
coronacases_001,final_outer_cv,1.0,44,GLOBAL_RESOLUTION_LIMITED,16,1,1,1,16,16,16,1.5,1.5,1.5,True,True,True,True,1.0,1.0,1.0,False,False,False,True,True,True,True,True,101
coronacases_001,final_outer_cv,1.0,45,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,2,3,1;1;1,2;1,1.5,3.118033988749895,2.118033988749895,False,False,False,False,0.2,0.2,0.2,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,46,GLOBAL_GEOMETRY_RESOLVABLE,3,1,2,2,3,2;1,2;1,1.5,2.414213562373095,2.414213562373095,False,False,True,True,0.2,0.2,1.0,True,True,True,True,True,True,False,False,3
coronacases_001,final_outer_cv,1.0,48,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,16.923760650273476,13.821825380496477,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,50,GLOBAL_GEOMETRY_RESOLVABLE,3,1,2,2,3,2;1,2;1,2.0,4.038843615231785,3.3541019662496847,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,51,GLOBAL_GEOMETRY_RESOLVABLE,2,1,2,2,2,1;1,1;1,1.5,12.0,6.708203932499369,False,False,False,False,0.0,0.3333333333333333,0.0,True,True,True,True,True,True,True,True,2
coronacases_001,final_outer_cv,1.0,53,GLOBAL_GEOMETRY_RESOLVABLE,2,1,2,2,2,1;1,1;1,1.5,6.87386354243376,4.743416490252569,False,False,False,False,0.0,0.0,0.3333333333333333,True,True,True,True,True,True,True,True,2
coronacases_001,final_outer_cv,1.0,55,GLOBAL_GEOMETRY_RESOLVABLE,3,1,2,2,3,2;1,2;1,2.0,3.460812848891379,3.460812848891379,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_001,final_outer_cv,1.0,56,GLOBAL_GEOMETRY_RESOLVABLE,3,1,3,3,3,1;1;1,1;1;1,1.5,9.244562646538029,5.977725364273732,False,False,False,False,0.0,0.2,0.5,True,True,True,True,True,True,True,True,3
coronacases_002,final_outer_cv,0.5,1,GLOBAL_GEOMETRY_RESOLVABLE,5,1,5,3,5,1;1;1;1;1,2;2;1,1.5,23.365441334655532,5.236087214122113,False,False,False,False,0.0,0.25,0.1111111111111111,True,True,True,True,True,True,True,True,5
coronacases_002,final_outer_cv,0.5,2,GLOBAL_GEOMETRY_RESOLVABLE,9,1,9,3,9,1;1;1;1;1;1;1;1;1,4;3;2,1.5,21.14194166198429,1.5,False,False,False,False,0.0,0.2857142857142857,0.058823529411764705,True,True,True,True,True,True,True,True,9
coronacases_002,final_outer_cv,0.5,6,GLOBAL_GEOMETRY_RESOLVABLE,10,1,7,3,10,3;2;1;1;1;1;1,4;3;3,1.6242640687119283,3.5327182992097326,1.5,False,False,False,False,0.0,0.25,0.1111111111111111,True,True,True,True,True,True,True,True,10
coronacases_002,final_outer_cv,0.5,12,GLOBAL_GEOMETRY_RESOLVABLE,10,1,9,3,10,2;1;1;1;1;1;1;1;1,4;3;3,1.5,4.154695403818453,1.65,False,False,False,False,0.0,0.1111111111111111,0.1111111111111111,True,True,True,True,True,True,True,True,10
coronacases_002,final_outer_cv,0.5,14,GLOBAL_GEOMETRY_RESOLVABLE,6,1,6,2,6,1;1;1;1;1;1,3;3,1.5,3.349586409417043,1.6035533905932737,False,False,False,False,0.09090909090909091,0.2,0.2,True,True,True,True,True,True,True,True,6
